ρ = 9.5
Structure Factor Toggle = false
Tmp Path = ./Data
Iterations = 1500
k_max = 30
After iteration 0, the error is 0.00010590533.
Converged after 4 iterations, the error is 8.5e-13.
  2.513811 seconds (3.07 M allocations: 200.746 MiB, 2.41% gc time, 99.93% compilation time)
 17.087053 seconds (4.72 G allocations: 84.244 GiB, 40.19% gc time, 405.83% compilation time)
Setup completed, performing Dyson Iteration
Iter     f(x) inf-norm    Step 2-norm 
------   --------------   --------------
     1     4.703720e+01              NaN
     2     1.359204e+02     1.970441e+04
     3     5.832435e+01     5.651961e+03
     4     2.749141e+01     1.860593e+03
     5     1.989405e+01     8.426995e+02
     6     2.239637e+01     1.024551e+03
     7     6.736681e+02     4.543522e+05
     8     1.509228e+01     5.295371e+02
     9     1.897399e+01     7.828111e+02
    10     9.377741e+01     8.958534e+03
    11     2.966619e+01     1.103914e+03
    12     1.671260e+01     4.783739e+02
    13     1.380899e+02     1.928919e+04
    14     3.396647e+01     1.250292e+03
    15     4.185911e+01     2.189743e+03
    16     4.101207e+01     2.100633e+03
    17     1.987923e+01     9.210820e+02
    18     1.883139e+01     9.444940e+02
    19     2.877488e+01     1.255748e+03
    20     4.230748e+01     2.388149e+03
    21     4.607764e+02     2.124845e+05
    22     1.757439e+01     5.252158e+02
    23     6.327776e+01     4.326387e+03
    24     3.204162e+01     1.141568e+03
    25     3.383165e+01     1.464541e+03
    26     2.299092e+03     5.286208e+06
    27     1.741782e+01     5.500431e+02
    28     3.387908e+01     1.452342e+03
    29     2.637237e+01     9.630950e+02
    30     1.686118e+01     5.812975e+02
    31     8.369275e+01     7.203263e+03
    32     1.642366e+01     4.691670e+02
    33     3.467051e+01     1.322204e+03
    34     1.662816e+01     3.760002e+02
    35     2.114523e+01     5.585527e+02
    36     2.856884e+01     8.621418e+02
    37     3.517252e+01     1.336641e+03
    38     2.226473e+01     5.171210e+02
    39     2.440417e+01     7.522612e+02
    40     1.909201e+02     3.652824e+04
    41     4.368413e+01     1.950062e+03
    42     2.094133e+01     4.660286e+02
    43     2.361295e+01     7.475649e+02
    44     3.414349e+01     1.351400e+03
    45     6.659498e+01     4.676398e+03
    46     4.300511e+01     2.106125e+03
    47     7.215151e+01     5.680171e+03
    48     1.464209e+01     3.652073e+02
    49     2.513234e+01     7.086056e+02
    50     1.111600e+01     2.091304e+02
    51     4.287744e+01     2.569106e+03
    52     5.522217e+01     4.843810e+03
